sourcedId,status,dateLastModified,schoolYearSourcedId,title,courseCode,grades,orgSourcedId,subjects,subjectCodes
1011510,,,,ELA 5,1011510,,024901101,,
1011515,,,,LIFE SKILLS,1011515,,024901101,,
1013300,,,,READING ELEC 3,1013300,,024901101,,
1030014,,,,SOC STUDIES-KG,1030014,,024901103,,
1050012,,,,MATH-KG,1050012,,024901105,,
1050140,,,,SOC STUDIES-1,1050140,,024901105,,
1050500,,,,P E - 1,1050500,,024901105,,
1051100,,,,LANG ARTS-PK,1051100,,024901105,,
1051202,,,,MATHEMATICS - 2,1051202,,024901105,,
1051216,,,,MATH ENR - 2,1051216,,024901105,,
1051217,,,,READING 2,1051217,,024901105,,
1051303,,,,SCIENCE - 3,1051303,,024901105,,
1051503,,,,SCIENCE - 5,1051503,,024901105,,
1051508,,,,JAB-5,1051508,,024901105,,
1051515,,,,LIFE SKILLS,1051515,,024901105,,
1051518,,,,ENRICHMENT 5,1051518,,024901105,,
0019150,,,,SWIS,0019150,,024901001,,
0414732,,,,SCI HONORS 7,0414732,,024901041,,
0414740,,,,TEXAS HISTORY 7,0414740,,024901041,,
0414749,,,,P. E. 7,0414749,,024901041,,
0414752,,,,ATH-GIRLS-7,0414752,,024901041,,
0414770,,,,COLLEGE & CR -7,0414770,,024901041,,
0414809,,,,INTERV/ENRICH 8,0414809,,024901041,,
0414840,,,,AMERICAN HIST 8,0414840,,024901041,,
0414860,,,,ART I MS,0414860,,024901041,,
0414894,,,,SCI INTERVNT 6,0414894,,024901041,,
0414911,,,,LIFE SKILLS,0414911,,024901041,,
0414916,,,,VOCSKILLS,0414916,,024901041,,
0414925,,,,MATHEMATICS,0414925,,024901041,,
0414946,,,,SOCIAL STUDIES,0414946,,024901041,,
1011203,,,,SCIENCE - 2,1011203,,024901101,,
1011218,,,,MATH 2,1011218,,024901101,,
1011605,,,,PE,1011605,,024901101,,
1030013,,,,SCIENCE-KG,1030013,,024901103,,
1050004,,,,SOC STUDIES-PK,1050004,,024901105,,
1050160,,,,CITIZENSHIP-1,1050160,,024901105,,
1050700,,,,ENRICHMENT -1,1050700,,024901105,,
1051106,,,,CITIZENSHIP-PK,1051106,,024901105,,
1051200,,,,WRITING - 2,1051200,,024901105,,
1051307,,,,CITIZENSHIP - 3,1051307,,024901105,,
1051311,,,,Math,1051311,,024901105,,
1051400,,,,WRITING - 4,1051400,,024901105,,
1051412,,,,Math 4,1051412,,024901105,,
0019103,,,,ENGLISH 3 B,0019103,,024901001,,
0019112,,,,WORLD HIST B,0019112,,024901001,,
0019125,,,,SPANISH 2 B,0019125,,024901001,,
0414619,,,,RDG INV-6,0414619,,024901041,,
0414654,,,,BEG LOW BRASS,0414654,,024901041,,
0414656,,,,BEG SAX/TRUMP,0414656,,024901041,,
0414665,,,,CAREER EXPLORAT,0414665,,024901041,,
0414719,,,,RDG INV-7,0414719,,024901041,,
0414790,,,,COLL PREP MATH,0414790,,024901041,,
0414854,,,,BAND - 8,0414854,,024901041,,
0414907,,,,Math - 6TH,0414907,,024901041,,
0414910,,,,READING,0414910,,024901041,,
0414940,,,,SOCIAL STUDIES,0414940,,024901041,,
0414950,,,,LIFE SKILLS,0414950,,024901041,,
0415826,,,,CAREER PREP 1,0415826,,024901041,,
1011316,,,,MATH ENR - 3,1011316,,024901101,,
1011504,,,,SOC STUDIES - 5,1011504,,024901101,,
1011509,,,,Music-5,1011509,,024901101,,
1030002,,,,MATH - PK,1030002,,024901103,,
1050011,,,,LANG ARTS-KG,1050011,,024901105,,
1050060,,,,CITIZENSHIP - K,1050060,,024901105,,
1051304,,,,SOC STUDIES - 3,1051304,,024901105,,
1051316,,,,MATH ENR - 3,1051316,,024901105,,
1051413,,,,Science 4,1051413,,024901105,,
1051499,,,,HOMEBOUND,1051499,,024901105,,
1051505,,,,P E - 5,1051505,,024901105,,
1054400,,,,READING ELEC 4,1054400,,024901105,,
0019111,,,,WORLD GEO B,0019111,,024901001,,
0414613,,,,READING DYS 6,0414613,,024901041,,
0414640,,,,WORLD HISTORY 6,0414640,,024901041,,
0414657,,,,Band-6,0414657,,024901041,,
0414712,,,,ELA/RDG HONOR 7,0414712,,024901041,,
0414713,,,,READING DYS 7,0414713,,024901041,,
0414813,,,,READING DYS 8,0414813,,024901041,,
0414858,,,,THTR ARTS MS1,0414858,,024901041,,
0414865,,,,CAREER EXPLORAT,0414865,,024901041,,
0414880,,,,BUS INFORM MGMT,0414880,,024901041,,
0414890,,,,Gear-Up Adv.,0414890,,024901041,,
0414935,,,,SCIENCE,0414935,,024901041,,
0414948,,,,SOCIAL STUDIES,0414948,,024901041,,
0414958,,,,LIFE SKILLS,0414958,,024901041,,
1011201,,,,READING -2,1011201,,024901101,,
1011204,,,,SOC STUDIES - 2,1011204,,024901101,,
1011205,,,,P E - 2,1011205,,024901101,,
1011210,,,,ELA 2,1011210,,024901101,,
1011301,,,,READING -3,1011301,,024901101,,
1011401,,,,READING -4,1011401,,024901101,,
1011405,,,,P E - 4,1011405,,024901101,,
1011416,,,,READING 4,1011416,,024901101,,
1011501,,,,READING -5,1011501,,024901101,,
1012000,,,,ACC INSTRUCTION,1012000,,024901101,,
1030050,,,,P E - KG,1030050,,024901103,,
1050009,,,,HEADSTART,1050009,,024901105,,
1050110,,,,LANG ARTS-1,1050110,,024901105,,
1050120,,,,MATH-1,1050120,,024901105,,
1051205,,,,P E - 2,1051205,,024901105,,
1051206,,,,HEALTH - 2,1051206,,024901105,,
1051208,,,,JAB-2,1051208,,024901105,,
1051209,,,,STAAR Enr. 2,1051209,,024901105,,
1051210,,,,ELA 2,1051210,,024901105,,
1051306,,,,HEALTH - 3,1051306,,024901105,,
1051308,,,,JAB-3,1051308,,024901105,,
1051309,,,,STAAR Enr 3,1051309,,024901105,,
1051310,,,,ELA 3,1051310,,024901105,,
1051402,,,,MATHEMATICS - 4,1051402,,024901105,,
1051406,,,,HEALTH - 4,1051406,,024901105,,
1051408,,,,JAB-4,1051408,,024901105,,
1051410,,,,ELA 4,1051410,,024901105,,
1051416,,,,READING 4,1051416,,024901105,,
1051506,,,,HEALTH - 5,1051506,,024901105,,
1051510,,,,ELA 5,1051510,,024901105,,
1053300,,,,READING ELEC 3,1053300,,024901105,,
0019102,,,,ENGLISH 2 B,0019102,,024901001,,
0019106,,,,GEOMETRY B,0019106,,024901001,,
0019116,,,,HEALTH B,0019116,,024901001,,
0414611,,,,ELA/RDG B-6,0414611,,024901041,,
0414631,,,,SCI LAB 6,0414631,,024901041,,
0414642,,,,WH HONORS-6,0414642,,024901041,,
0414730,,,,SCIENCE 7,0414730,,024901041,,
0414731,,,,SCI LAB 7,0414731,,024901041,,
0414757,,,,MARIACHI 7,0414757,,024901041,,
0414794,,,,Interv-MathOn7,0414794,,024901041,,
0414830,,,,SCIENCE 8,0414830,,024901041,,
0414831,,,,SCI LAB 8,0414831,,024901041,,
0414856,,,,SYMPHONIC BAND,0414856,,024901041,,
0414857,,,,MARIACHI 8,0414857,,024901041,,
0414904,,,,READING - 6TH,0414904,,024901041,,
0414960,,,,VOC SKILLS,0414960,,024901041,,
1011211,,,,Math 2,1011211,,024901101,,
1011302,,,,MATHEMATICS - 3,1011302,,024901101,,
1011312,,,,Science,1011312,,024901101,,
1011313,,,,Soc Studies,1011313,,024901101,,
1011403,,,,SCIENCE - 4,1011403,,024901101,,
1011409,,,,STAAR Enr. 4,1011409,,024901101,,
1011417,,,,MATH 4,1011417,,024901101,,
1011517,,,,MATH 5,1011517,,024901101,,
1030012,,,,MATH-KG,1030012,,024901103,,
1031001,,,,ACC INSTRUCTION,1031001,,024901103,,
1031100,,,,LANG ARTS-PK,1031100,,024901103,,
1050001,,,,LANG ARTS - PK,1050001,,024901105,,
1050003,,,,SCIENCE - PK,1050003,,024901105,,
1050014,,,,SOC STUDIES-KG,1050014,,024901105,,
1050016,,,,CITIZENSHIP-K,1050016,,024901105,,
1050100,,,,LANG ARTS - 1,1050100,,024901105,,
1051203,,,,SCIENCE - 2,1051203,,024901105,,
1051218,,,,MATH 2,1051218,,024901105,,
1051507,,,,CITIZENSHIP - 5,1051507,,024901105,,
1051605,,,,PE,1051605,,024901105,,
1052200,,,,READING ELEC 2,1052200,,024901105,,
0019028,,,,CAREER PREP A,0019028,,024901001,,
0019105,,,,ALGEBRA 1 B,0019105,,024901001,,
0414658,,,,THTR ARTS MS1 6,0414658,,024901041,,
0414709,,,,INTERV/ENRICH 7,0414709,,024901041,,
0414791,,,,PRIN OF BMF,0414791,,024901041,,
0414906,,,,READING - 8TH,0414906,,024901041,,
0414928,,,,MATHEMATICS,0414928,,024901041,,
0414968,,,,VOC SKILLS,0414968,,024901041,,
0414998,,,,ALGEBRA 1 - HS,0414998,,024901041,,
1011212,,,,Science 2,1011212,,024901101,,
1011213,,,,Soc Stud 2,1011213,,024901101,,
1011414,,,,Soc Studies 4,1011414,,024901101,,
1011415,,,,LIFE SKILLS,1011415,,024901101,,
1030004,,,,SOC STUDIES-PK,1030004,,024901103,,
1031106,,,,CITIZENSHIP-PK,1031106,,024901103,,
1050008,,,,PE - PK,1050008,,024901105,,
1050020,,,,MATH - KG,1050020,,024901105,,
1050030,,,,SCIENCE - KG,1050030,,024901105,,
1050040,,,,SOC STUDIES-KG,1050040,,024901105,,
1051103,,,,SOC STUDIES-PK,1051103,,024901105,,
1051207,,,,CITIZENSHIP - 2,1051207,,024901105,,
1051213,,,,Soc Stud 2,1051213,,024901105,,
1051300,,,,WRITING - 3,1051300,,024901105,,
1051415,,,,LIFE SKILLS,1051415,,024901105,,
1051504,,,,SOC STUDIES - 5,1051504,,024901105,,
1051509,,,,Music-5,1051509,,024901105,,
0019025,,,,SPANISH II A,0019025,,024901001,,
0019108,,,,MMA B,0019108,,024901001,,
0019128,,,,CAREER PREP B,0019128,,024901001,,
0414623,,,,MATH -6 INTERV,0414623,,024901041,,
0414650,,,,P.E. 6,0414650,,024901041,,
0414655,,,,BEG PERCUSSION,0414655,,024901041,,
0414685,,,,INTRO ROB,0414685,,024901041,,
0414692,,,,INTERVNT-MATH6,0414692,,024901041,,
0414750,,,,P.E. 7,0414750,,024901041,,
0414755,,,,CONCERT BAND 7,0414755,,024901041,,
0414760,,,,ART I MS,0414760,,024901041,,
0414792,,,,INTERVNT-MATH7,0414792,,024901041,,
0414832,,,,SCI HONORS 8,0414832,,024901041,,
0414850,,,,P.E. 8,0414850,,024901041,,
0414855,,,,CONCERT BAND 8,0414855,,024901041,,
0414892,,,,INTERVNT-MATH8,0414892,,024901041,,
0414905,,,,READING - 7TH,0414905,,024901041,,
1011214,,,,LIFE SKILLS 2,1011214,,024901101,,
1011404,,,,SOC STUDIES - 4,1011404,,024901101,,
1011418,,,,ENRICHMENT 4,1011418,,024901101,,
1030011,,,,LANG ARTS-KG,1030011,,024901103,,
1030060,,,,CITIZENSHIP - K,1030060,,024901103,,
1050006,,,,CITIZENSHIP-PK,1050006,,024901105,,
1050010,,,,LANG ARTS - KG,1050010,,024901105,,
1050130,,,,SCIENCE-1,1050130,,024901105,,
1051101,,,,MATH-PK,1051101,,024901105,,
1051102,,,,SCIENCE-PK,1051102,,024901105,,
1051201,,,,READING -2,1051201,,024901105,,
1051204,,,,SOC STUDIES - 2,1051204,,024901105,,
1051214,,,,LIFE SKILLS 2,1051214,,024901105,,
1051301,,,,READING -3,1051301,,024901105,,
1051401,,,,READING -4,1051401,,024901105,,
1051405,,,,P E - 4,1051405,,024901105,,
1051501,,,,READING -5,1051501,,024901105,,
1052000,,,,ACC INSTRUCTION,1052000,,024901105,,
0019027,,,,TEAM SPORTS A,0019027,,024901001,,
0019029,,,,CAREER PREP 2 A,0019029,,024901001,,
0019109,,,,IPC B,0019109,,024901001,,
0019113,,,,US HISTORY B,0019113,,024901001,,
0019124,,,,SPANISH 1 B,0019124,,024901001,,
0414612,,,,ELA/RDG HONOR 6,0414612,,024901041,,
0414620,,,,MATH 6,0414620,,024901041,,
0414630,,,,SCIENCE 6,0414630,,024901041,,
0414652,,,,BEG CLARINETS,0414652,,024901041,,
0414670,,,,COLLEGE & CR 6,0414670,,024901041,,
0414720,,,,MATH 7,0414720,,024901041,,
0414742,,,,TX HIST HONOR 7,0414742,,024901041,,
0414751,,,,ATH-BOYS-7,0414751,,024901041,,
0414785,,,,ROB 1,0414785,,024901041,,
0414811,,,,ELA/RDG B-8,0414811,,024901041,,
0414820,,,,MATH 8,0414820,,024901041,,
0414870,,,,COLLEGE & CR 8,0414870,,024901041,,
0414885,,,,ROB 2,0414885,,024901041,,
0414915,,,,READING,0414915,,024901041,,
0414920,,,,MATHEMATICS,0414920,,024901041,,
0414945,,,,SOCIAL STUDIES,0414945,,024901041,,
0414955,,,,LIFE SKILLS,0414955,,024901041,,
1011215,,,,READING ENR-2,1011215,,024901101,,
1011219,,,,ENRICHMENT 2,1011219,,024901101,,
1011315,,,,READING ENR - 3,1011315,,024901101,,
1011502,,,,MATHEMATICS - 5,1011502,,024901101,,
1011514,,,,Soc. St 5,1011514,,024901101,,
1011516,,,,READING,1011516,,024901101,,
1011607,,,,CITIZENSHIP,1011607,,024901101,,
1030009,,,,HEADSTART,1030009,,024901103,,
1050600,,,,CITIZENSHIP -1,1050600,,024901105,,
1051000,,,,ACC INSTRUCTION,1051000,,024901105,,
1051211,,,,Math 2,1051211,,024901105,,
1051302,,,,MATHEMATICS - 3,1051302,,024901105,,
1051312,,,,Science,1051312,,024901105,,
1051313,,,,Soc Studies,1051313,,024901105,,
1051403,,,,SCIENCE - 4,1051403,,024901105,,
1051409,,,,STAAR Enr. 4,1051409,,024901105,,
1051417,,,,MATH 4,1051417,,024901105,,
1051514,,,,Soc. St 5,1051514,,024901105,,
1051516,,,,READING,1051516,,024901105,,
1051517,,,,MATH 5,1051517,,024901105,,
0019104,,,,ENGLISH 4 B,0019104,,024901001,,
0019107,,,,ALGEBRA 2 B,0019107,,024901001,,
0019110,,,,BIOLOGY B,0019110,,024901001,,
0019126,,,,INDV SPORTS B,0019126,,024901001,,
0019127,,,,TEAM SPORTS B,0019127,,024901001,,
0019129,,,,CAREER PREP 2 B,0019129,,024901001,,
0414622,,,,MATH HONORS 6,0414622,,024901041,,
0414649,,,,P.E. 6,0414649,,024901041,,
0414721,,,,MATH  B-7,0414721,,024901041,,
0414722,,,,MATH HONORS 7,0414722,,024901041,,
0414765,,,,CAREER EXPLORAT,0414765,,024901041,,
0414821,,,,MATH  B-8,0414821,,024901041,,
0414822,,,,MATH HONORS 8,0414822,,024901041,,
0414823,,,,ALG 1,0414823,,024901041,,
0414851,,,,ATHLETICS 8 BOY,0414851,,024901041,,
0414852,,,,ATHLETICS 8 GIR,0414852,,024901041,,
0414875,,,,SPANISH I - 8,0414875,,024901041,,
0414926,,,,LANG ARTS,0414926,,024901041,,
0414936,,,,SCIENCE,0414936,,024901041,,
0414971,,,,SOCIAL SKILLS,0414971,,024901041,,
1011202,,,,MATHEMATICS - 2,1011202,,024901101,,
1011217,,,,READING 2,1011217,,024901101,,
1011303,,,,SCIENCE - 3,1011303,,024901101,,
1011518,,,,ENRICHMENT 5,1011518,,024901101,,
1011606,,,,HEALTH,1011606,,024901101,,
1030001,,,,LANG ARTS - PK,1030001,,024901103,,
1030003,,,,SCIENCE - PK,1030003,,024901103,,
1030016,,,,CITIZENSHIP-K,1030016,,024901103,,
1050013,,,,SCIENCE-KG,1050013,,024901105,,
1051001,,,,ACC INSTRUCTION,1051001,,024901105,,
1051212,,,,Science 2,1051212,,024901105,,
1051407,,,,CITIZENSHIP - 4,1051407,,024901105,,
1051414,,,,Soc Studies 4,1051414,,024901105,,
1051500,,,,WRITING - 5,1051500,,024901105,,
1051606,,,,HEALTH,1051606,,024901105,,
0019026,,,,IND. SPORTS,0019026,,024901001,,
0019101,,,,ENGLISH 1 B,0019101,,024901001,,
0019119,,,,ART 1 B,0019119,,024901001,,
0019120,,,,BIMS 1 B,0019120,,024901001,,
0019999,,,,SEE COUNSELOR,0019999,,024901001,,
0414501,,,,KEYBOARDING,0414501,,024901041,,
0414609,,,,INTERV/ENRICH 6,0414609,,024901041,,
0414632,,,,SC HONORS 6,0414632,,024901041,,
0414653,,,,BEG FLUTES,0414653,,024901041,,
0414723,,,,MATH -7 INTERV,0414723,,024901041,,
0414758,,,,THTR ARTS MS1 7,0414758,,024901041,,
0414793,,,,Interv-Rdg.On7,0414793,,024901041,,
0414891,,,,BUS IN FORM MGT,0414891,,024901041,,
0414930,,,,SCIENCE,0414930,,024901041,,
0414965,,,,VOC SKILLS,0414965,,024901041,,
1011311,,,,Math,1011311,,024901101,,
1011412,,,,Math 4,1011412,,024901101,,
1011512,,,,Math 5,1011512,,024901101,,
1015500,,,,READING ELEC 5,1015500,,024901101,,
1030008,,,,PE - PK,1030008,,024901103,,
1030020,,,,MATH - KG,1030020,,024901103,,
1030030,,,,SCIENCE - KG,1030030,,024901103,,
1030040,,,,SOC STUDIES-KG,1030040,,024901103,,
1031103,,,,SOC STUDIES-PK,1031103,,024901103,,
1050002,,,,MATH - PK,1050002,,024901105,,
1050400,,,,Social Studies,1050400,,024901105,,
1050900,,,,MATH ENRICHMENT,1050900,,024901105,,
1051220,,,,Intervention,1051220,,024901105,,
1051404,,,,SOC STUDIES - 4,1051404,,024901105,,
1051418,,,,ENRICHMENT 4,1051418,,024901105,,
1051512,,,,Math 5,1051512,,024901105,,
1055500,,,,READING ELEC 5,1055500,,024901105,,
0019122,,,,SOCIOLOGY B,0019122,,024901001,,
0414000,,,,ACC INSTRUCTION,0414000,,024901041,,
0414756,,,,SYMPHONIC BAND7,0414756,,024901041,,
0414812,,,,ELA/RDG HONOR 8,0414812,,024901041,,
0414819,,,,RDG INV-8,0414819,,024901041,,
0414842,,,,AM HIST HONOR 8,0414842,,024901041,,
0414938,,,,SCIENCE,0414938,,024901041,,
1011304,,,,SOC STUDIES - 3,1011304,,024901101,,
1011305,,,,P E - 3,1011305,,024901101,,
1011413,,,,Science 4,1011413,,024901101,,
1011499,,,,HOMEBOUND,1011499,,024901101,,
1011505,,,,P E - 5,1011505,,024901101,,
1011513,,,,Science 5,1011513,,024901101,,
1014400,,,,READING ELEC 4,1014400,,024901101,,
1030006,,,,CITIZENSHIP-PK,1030006,,024901103,,
1030010,,,,LANG ARTS - KG,1030010,,024901103,,
1031101,,,,MATH-PK,1031101,,024901103,,
1031102,,,,SCIENCE-PK,1031102,,024901103,,
1050050,,,,P E - KG,1050050,,024901105,,
1050200,,,,MATH - 1,1050200,,024901105,,
1050300,,,,SCIENCE - 1,1050300,,024901105,,
1050800,,,,RDG. ENRICHMNET,1050800,,024901105,,
1051215,,,,READING ENR-2,1051215,,024901105,,
1051219,,,,ENRICHMENT 2,1051219,,024901105,,
1051305,,,,P E - 3,1051305,,024901105,,
1051315,,,,READING ENR - 3,1051315,,024901105,,
1051502,,,,MATHEMATICS - 5,1051502,,024901105,,
1051513,,,,Science 5,1051513,,024901105,,
1051607,,,,CITIZENSHIP,1051607,,024901105,,
